voyage_id,origin_port,destination_port,carrier,vessel_type,vessel_age_yrs,vessel_capacity_teu,route_distance_nm,month,winter_flag,planned_speed_kn,actual_speed_kn,speed_deviation_kn,weather_severity,port_congestion_idx,fuel_efficiency_ratio,load_factor,mechanical_incident,warehouse_buffer_hrs,truck_slots_available,sla_deadline_hrs,shipping_cost_usd,delay_probability,delayed,delay_hours
V0751,Port Klang,Felixstowe,Evergreen,Bulk Carrier,9,18000,8100,1,1,22.39,21.74,0.65,0.375,0.659,0.881,0.87,0,48,16,48,4747.91,0.3769,0,0.0
V0752,Singapore,Rotterdam,Maersk,Container,21,18000,8400,3,0,20.71,18.84,1.87,0.216,0.417,0.796,0.839,0,48,7,48,4924.4,0.3266,0,0.0
V0753,Singapore,Rotterdam,Maersk,Bulk Carrier,6,5000,8400,11,0,20.97,22.14,-1.16,0.647,0.549,0.958,0.765,0,72,9,48,4153.44,0.2259,0,0.0
V0754,Singapore,Rotterdam,Maersk,Container,12,2000,8400,4,0,17.63,16.5,1.13,0.502,0.748,0.801,0.854,0,24,19,48,4614.54,0.4656,1,68.8
V0755,Hong Kong,Los Angeles,ONE,Tanker,2,18000,7250,2,1,22.79,22.84,-0.05,0.452,0.61,0.952,0.898,0,48,1,96,4680.25,0.2975,0,0.0
V0756,Singapore,Rotterdam,Maersk,Ro-Ro,3,18000,8400,9,0,21.25,21.38,-0.12,0.455,0.476,0.886,0.985,0,72,18,72,5411.45,0.244,1,8.7
V0757,Mumbai,Jebel Ali,MSC,Container,3,18000,1100,11,0,15.13,13.56,1.56,0.361,0.229,0.967,0.95,0,48,8,72,5264.37,0.1695,0,0.0
V0758,Shanghai,Dubai,COSCO Shipping,Container,12,18000,6200,7,0,18.08,17.35,0.72,0.3,0.23,0.833,0.908,0,24,8,48,5814.55,0.2745,0,0.0
V0759,Busan,Long Beach,HMM,Bulk Carrier,15,18000,5500,1,1,22.86,20.52,2.34,0.214,0.548,0.912,0.863,0,48,8,96,4512.38,0.3644,0,0.0
V0760,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,9,24000,7800,9,0,14.47,11.18,3.29,0.303,0.459,0.964,0.808,0,72,14,24,4771.19,0.4034,1,19.2
V0761,Singapore,Rotterdam,Maersk,Container,8,10000,8400,6,0,23.61,23.25,0.36,0.451,0.232,0.846,0.604,0,48,2,96,4448.67,0.3375,0,0.0
V0762,Port Klang,Felixstowe,Evergreen,Bulk Carrier,11,10000,8100,2,1,20.79,19.59,1.2,0.278,0.764,0.89,0.625,0,72,3,96,4112.8,0.3652,1,23.8
V0763,Singapore,Rotterdam,Maersk,Bulk Carrier,16,10000,8400,1,1,20.31,19.39,0.93,0.573,0.62,0.891,0.919,0,48,7,24,5777.77,0.6974,1,17.4
V0764,Port Klang,Felixstowe,Evergreen,Bulk Carrier,4,5000,8100,6,0,16.71,16.56,0.14,0.465,0.44,0.946,0.911,0,24,3,72,5270.38,0.1866,0,0.0
V0765,Mumbai,Jebel Ali,MSC,Container,1,10000,1100,7,0,16.49,15.22,1.27,0.566,0.082,0.932,0.827,0,24,15,72,5029.99,0.1925,0,0.0
V0766,Port Klang,Felixstowe,Evergreen,Bulk Carrier,7,5000,8100,10,0,23.42,22.99,0.43,0.313,0.687,0.843,0.747,0,12,11,48,5568.07,0.3377,0,0.0
V0767,Chennai,Nhava Sheva,PIL,Ro-Ro,2,24000,800,6,0,16.98,15.2,1.78,0.104,0.228,1.048,0.562,0,24,2,24,3266.01,0.1728,0,0.0
V0768,Colombo,Hamburg,Hapag-Lloyd,Container,5,10000,7800,7,0,21.76,23.06,-1.31,0.333,0.624,1.022,0.697,0,72,18,72,4122.01,0.2737,0,0.0
V0769,Shanghai,Dubai,COSCO Shipping,Container,7,10000,6200,6,0,17.93,15.79,2.14,0.136,0.564,0.913,0.739,0,48,14,48,3781.94,0.2841,0,0.0
V0770,Port Klang,Felixstowe,Evergreen,Ro-Ro,4,10000,8100,8,0,15.39,14.82,0.57,0.301,0.126,1.021,0.769,0,48,18,48,5687.73,0.1113,0,0.0
V0771,Port Klang,Felixstowe,Evergreen,Container,5,2000,8100,2,1,14.11,12.17,1.94,0.65,0.794,0.713,0.968,0,48,2,24,5976.38,0.695,1,17.0
V0772,Shanghai,Dubai,COSCO Shipping,Tanker,1,2000,6200,9,0,19.44,20.01,-0.56,0.458,0.306,1.096,0.599,0,24,4,72,3797.95,0.0817,1,22.5
V0773,Colombo,Hamburg,Hapag-Lloyd,Container,1,10000,7800,9,0,23.76,23.29,0.47,0.413,0.402,0.977,0.783,0,24,14,24,5209.44,0.1758,0,0.0
V0774,Singapore,Rotterdam,Maersk,Container,15,2000,8400,11,0,17.69,15.45,2.24,0.43,0.592,0.861,0.716,0,72,7,72,4599.48,0.5363,1,40.5
V0775,Port Klang,Felixstowe,Evergreen,Tanker,20,18000,8100,9,0,17.57,16.84,0.73,0.433,0.643,0.774,0.996,0,48,15,72,5817.18,0.2856,0,0.0
V0776,Shanghai,Dubai,COSCO Shipping,Container,19,24000,6200,7,0,17.44,16.07,1.37,0.363,0.863,0.922,0.938,0,48,6,48,6541.29,0.6585,1,11.4
V0777,Chennai,Nhava Sheva,PIL,Container,10,24000,800,9,0,19.21,19.54,-0.33,0.216,0.152,0.815,0.747,0,72,5,48,4424.04,0.1084,0,0.0
V0778,Chennai,Nhava Sheva,PIL,Container,18,18000,800,1,1,18.41,15.98,2.43,0.014,0.557,0.938,1.0,0,24,18,72,5925.93,0.3112,0,0.0
V0779,Mumbai,Jebel Ali,MSC,Bulk Carrier,3,5000,1100,3,0,22.8,21.0,1.8,0.083,0.463,1.002,0.781,0,72,11,96,4829.35,0.2077,0,0.0
V0780,Shanghai,Dubai,COSCO Shipping,Container,11,24000,6200,2,1,19.06,17.67,1.38,0.175,0.397,0.94,0.625,0,72,8,48,2878.76,0.2605,0,0.0
V0781,Mumbai,Jebel Ali,MSC,Container,15,24000,1100,11,0,19.08,17.94,1.14,0.214,0.192,0.824,0.8,1,24,12,96,4548.75,0.3264,0,0.0
V0782,Chennai,Nhava Sheva,PIL,Ro-Ro,11,5000,800,1,1,15.38,14.56,0.82,0.383,0.134,0.785,0.652,0,12,18,48,3604.5,0.2987,0,0.0
V0783,Colombo,Hamburg,Hapag-Lloyd,Container,17,18000,7800,5,0,23.83,22.37,1.46,0.605,0.621,0.904,0.836,0,72,15,48,4810.04,0.6091,0,0.0
V0784,Singapore,Rotterdam,Maersk,Bulk Carrier,17,5000,8400,1,1,16.5,15.14,1.36,0.223,0.775,0.855,0.972,0,48,8,24,7337.76,0.4896,1,3.1
V0785,Shanghai,Dubai,COSCO Shipping,Container,6,18000,6200,3,0,14.73,12.3,2.44,0.269,0.591,1.049,0.904,0,12,4,72,5339.61,0.2869,0,0.0
V0786,Busan,Long Beach,HMM,Tanker,5,24000,5500,6,0,20.63,22.8,-2.17,0.379,0.651,0.934,0.673,0,48,15,48,3766.69,0.1675,0,0.0
V0787,Chennai,Nhava Sheva,PIL,Container,8,2000,800,6,0,19.95,19.31,0.65,0.172,0.437,0.886,0.684,0,48,11,72,3445.3,0.2161,0,0.0
V0788,Chennai,Nhava Sheva,PIL,Ro-Ro,2,24000,800,3,0,18.15,18.96,-0.81,0.464,0.218,1.091,0.581,0,48,1,96,3311.73,0.1106,0,0.0
V0789,Busan,Long Beach,HMM,Container,16,18000,5500,4,0,18.22,15.72,2.5,0.077,0.581,0.993,0.679,0,72,2,96,4276.7,0.4479,1,16.2
V0790,Hong Kong,Los Angeles,ONE,Container,20,24000,7250,7,0,21.85,20.88,0.97,0.25,0.475,0.801,0.592,0,72,8,48,3565.23,0.3063,0,0.0
V0791,Chennai,Nhava Sheva,PIL,Container,12,10000,800,6,0,15.96,12.99,2.96,0.245,0.079,0.82,0.775,0,72,16,48,4389.94,0.2498,0,0.0
V0792,Port Klang,Felixstowe,Evergreen,Container,6,18000,8100,11,0,22.2,22.55,-0.34,0.401,0.345,1.005,0.869,0,12,1,48,5332.55,0.1779,1,26.3
V0793,Colombo,Hamburg,Hapag-Lloyd,Container,1,2000,7800,2,1,20.49,20.04,0.45,0.325,0.27,0.97,0.888,0,48,3,24,5250.55,0.1274,0,0.0
V0794,Shanghai,Dubai,COSCO Shipping,Container,4,10000,6200,9,0,18.19,17.98,0.21,0.466,0.163,1.008,0.577,0,24,18,24,3523.9,0.1115,0,0.0
V0795,Busan,Long Beach,HMM,Tanker,17,2000,5500,6,0,18.58,17.06,1.53,0.403,0.803,0.809,0.703,1,24,16,48,3592.12,0.5828,0,0.0
V0796,Port Klang,Felixstowe,Evergreen,Container,13,24000,8100,2,1,16.57,13.7,2.86,0.393,0.744,0.995,0.68,0,72,13,96,3887.17,0.6321,1,21.3
V0797,Busan,Long Beach,HMM,Container,18,18000,5500,7,0,21.52,19.57,1.95,0.218,0.279,0.764,0.597,0,48,4,72,3118.13,0.4229,1,6.4
V0798,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,5,24000,6200,11,0,19.13,19.29,-0.16,0.362,0.522,0.988,0.713,1,72,4,96,3117.95,0.3513,1,8.9
V0799,Mumbai,Jebel Ali,MSC,Bulk Carrier,3,24000,1100,11,0,17.21,19.69,-2.48,0.409,0.536,0.931,0.685,0,12,2,96,3726.46,0.2529,0,0.0
V0800,Shanghai,Dubai,COSCO Shipping,Container,11,2000,6200,10,0,19.96,18.17,1.79,0.43,0.333,0.867,0.836,0,72,13,48,4412.72,0.4638,0,0.0
V0801,Hong Kong,Los Angeles,ONE,Container,13,10000,7250,10,0,23.96,23.37,0.59,0.403,0.322,0.837,0.947,0,24,13,72,5401.01,0.2188,0,0.0
V0802,Shanghai,Dubai,COSCO Shipping,Container,4,2000,6200,4,0,18.35,18.05,0.3,0.149,0.383,1.019,0.755,0,24,7,24,4366.47,0.131,0,0.0
V0803,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,14,5000,6200,1,1,23.21,24.31,-1.1,0.148,0.727,0.933,0.886,0,48,7,48,4680.78,0.3828,0,0.0
V0804,Hong Kong,Los Angeles,ONE,Bulk Carrier,11,5000,7250,10,0,17.45,15.17,2.28,0.691,0.769,0.935,0.616,0,24,17,48,3765.94,0.6173,1,18.4
V0805,Colombo,Hamburg,Hapag-Lloyd,Container,10,10000,7800,9,0,14.55,13.21,1.34,0.531,0.728,0.891,0.953,0,48,10,48,5739.59,0.5135,1,15.9
V0806,Chennai,Nhava Sheva,PIL,Tanker,19,5000,800,11,0,16.04,13.59,2.45,0.124,0.326,0.821,0.619,0,72,12,48,2841.64,0.3562,1,1.0
V0807,Shanghai,Dubai,COSCO Shipping,Tanker,18,5000,6200,10,0,18.19,13.43,4.76,0.384,0.323,0.892,0.636,0,48,16,48,3468.07,0.562,1,77.1
V0808,Hong Kong,Los Angeles,ONE,Bulk Carrier,6,5000,7250,8,0,16.2,16.33,-0.14,0.573,0.514,1.014,0.598,0,24,2,72,3554.59,0.263,1,7.4
V0809,Port Klang,Felixstowe,Evergreen,Tanker,15,5000,8100,5,0,14.0,12.56,1.45,0.242,0.788,0.7,0.689,0,24,9,96,4894.59,0.3978,1,10.1
V0810,Mumbai,Jebel Ali,MSC,Container,21,24000,1100,3,0,23.15,20.36,2.79,0.095,0.504,0.768,0.799,0,48,12,72,3841.05,0.5948,0,0.0
V0811,Mumbai,Jebel Ali,MSC,Container,10,18000,1100,4,0,22.44,21.3,1.14,0.737,0.217,0.882,0.995,0,48,17,72,5188.91,0.3052,0,0.0
V0812,Shanghai,Dubai,COSCO Shipping,Container,5,24000,6200,3,0,21.42,24.68,-3.26,0.236,0.5,1.004,0.907,0,48,16,24,5028.74,0.1469,0,0.0
V0813,Colombo,Hamburg,Hapag-Lloyd,Container,5,10000,7800,10,0,15.68,14.7,0.98,0.621,0.24,0.945,0.721,0,24,5,72,4488.73,0.2722,0,0.0
V0814,Colombo,Hamburg,Hapag-Lloyd,Container,10,5000,7800,8,0,15.2,15.7,-0.49,0.33,0.645,0.958,0.809,0,48,19,48,5405.44,0.1268,0,0.0
V0815,Port Klang,Felixstowe,Evergreen,Ro-Ro,5,18000,8100,5,0,14.68,13.65,1.03,0.321,0.352,0.864,0.83,0,12,17,48,4675.56,0.182,0,0.0
V0816,Shanghai,Dubai,COSCO Shipping,Container,3,10000,6200,11,0,21.24,21.48,-0.24,0.328,0.381,0.991,0.92,0,48,3,24,6459.18,0.1389,0,0.0
V0817,Mumbai,Jebel Ali,MSC,Container,6,5000,1100,8,0,23.29,22.11,1.18,0.119,0.064,1.012,0.881,0,48,17,72,4717.6,0.1403,0,0.0
V0818,Colombo,Hamburg,Hapag-Lloyd,Container,4,5000,7800,1,1,18.31,17.58,0.73,0.664,0.114,0.842,0.806,0,24,15,72,5068.87,0.3031,0,0.0
V0819,Shanghai,Dubai,COSCO Shipping,Ro-Ro,18,5000,6200,9,0,15.19,15.4,-0.2,0.586,0.376,1.021,0.851,0,72,19,48,4475.22,0.3734,1,11.5
V0820,Busan,Long Beach,HMM,Container,9,5000,5500,11,0,19.12,19.61,-0.49,0.203,0.268,1.005,0.886,0,48,15,48,5413.45,0.1241,0,0.0
V0821,Colombo,Hamburg,Hapag-Lloyd,Container,17,10000,7800,10,0,17.49,17.11,0.38,0.313,0.374,0.83,0.61,0,48,18,72,4817.43,0.2813,0,0.0
V0822,Hong Kong,Los Angeles,ONE,Container,13,18000,7250,3,0,17.75,14.52,3.23,0.152,0.585,0.804,0.64,0,48,12,72,3693.28,0.5801,1,58.8
V0823,Busan,Long Beach,HMM,Container,15,2000,5500,1,1,20.21,19.15,1.07,0.193,0.68,0.836,0.86,0,72,12,48,4457.34,0.4064,1,41.6
V0824,Chennai,Nhava Sheva,PIL,Ro-Ro,20,5000,800,3,0,21.19,23.2,-2.01,0.22,0.387,0.807,0.933,0,48,3,24,4782.96,0.1452,0,0.0
V0825,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,17,18000,7800,2,1,15.11,14.23,0.87,0.489,0.551,0.865,0.734,1,24,11,24,4101.74,0.7814,1,30.7
V0826,Mumbai,Jebel Ali,MSC,Container,13,5000,1100,7,0,14.36,15.64,-1.29,0.332,0.099,0.99,0.991,0,24,10,48,4861.14,0.154,0,0.0
V0827,Singapore,Rotterdam,Maersk,Ro-Ro,16,10000,8400,10,0,23.94,23.56,0.38,0.481,0.368,0.802,0.647,1,12,15,72,4662.44,0.419,1,14.3
V0828,Busan,Long Beach,HMM,Bulk Carrier,4,24000,5500,4,0,16.33,16.01,0.32,0.196,0.106,1.005,0.738,0,24,11,72,5231.94,0.0959,0,0.0
V0829,Chennai,Nhava Sheva,PIL,Tanker,5,5000,800,7,0,14.54,13.27,1.27,0.314,0.116,0.847,0.72,0,72,1,72,4137.98,0.1852,0,0.0
V0830,Port Klang,Felixstowe,Evergreen,Container,5,2000,8100,3,0,15.9,12.72,3.18,0.468,0.524,0.917,0.969,0,48,4,48,5385.02,0.4629,0,0.0
V0831,Port Klang,Felixstowe,Evergreen,Container,9,10000,8100,6,0,14.39,15.2,-0.81,0.179,0.424,0.94,0.678,0,72,8,72,4225.98,0.1129,0,0.0
V0832,Mumbai,Jebel Ali,MSC,Container,17,10000,1100,7,0,17.92,15.21,2.71,0.044,0.391,0.885,0.762,0,24,13,48,3766.69,0.4847,0,0.0
V0833,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,13,10000,7800,7,0,22.02,20.63,1.4,0.28,0.481,0.81,0.634,1,48,17,24,4157.31,0.46,0,0.0
V0834,Shanghai,Dubai,COSCO Shipping,Container,2,18000,6200,5,0,17.41,15.87,1.54,0.24,0.381,0.945,0.785,1,72,15,24,5108.88,0.3307,0,0.0
V0835,Colombo,Hamburg,Hapag-Lloyd,Container,13,5000,7800,6,0,18.44,17.81,0.63,0.65,0.583,0.987,0.936,0,12,1,72,5214.73,0.5519,1,24.8
V0836,Mumbai,Jebel Ali,MSC,Container,21,10000,1100,3,0,20.76,18.31,2.45,0.145,0.275,0.883,0.687,0,48,3,72,4660.1,0.3674,0,0.0
V0837,Port Klang,Felixstowe,Evergreen,Bulk Carrier,19,10000,8100,12,1,19.09,17.65,1.43,0.228,0.628,0.827,0.915,0,72,17,48,5025.94,0.4227,0,0.0
V0838,Colombo,Hamburg,Hapag-Lloyd,Container,3,5000,7800,4,0,22.61,21.26,1.36,0.437,0.539,0.791,0.96,0,72,4,72,5321.15,0.3376,0,0.0
V0839,Port Klang,Felixstowe,Evergreen,Bulk Carrier,10,18000,8100,11,0,22.66,23.16,-0.5,0.535,0.496,1.1,0.583,0,72,8,24,3485.99,0.2003,0,0.0
V0840,Busan,Long Beach,HMM,Ro-Ro,2,5000,5500,6,0,14.1,13.29,0.81,0.135,0.252,0.978,0.89,0,72,15,72,6342.03,0.0595,0,0.0
V0841,Chennai,Nhava Sheva,PIL,Container,13,10000,800,3,0,21.78,19.05,2.73,0.104,0.782,0.845,0.665,0,48,8,96,4237.56,0.5867,1,8.6
V0842,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,19,2000,6200,7,0,18.61,16.28,2.32,0.099,0.188,0.768,0.629,0,24,14,24,3480.92,0.2808,0,0.0
V0843,Busan,Long Beach,HMM,Container,17,10000,5500,3,0,23.89,21.86,2.03,0.68,0.559,0.86,0.821,0,48,6,24,4532.15,0.364,0,0.0
V0844,Port Klang,Felixstowe,Evergreen,Tanker,21,10000,8100,9,0,18.83,17.76,1.07,0.344,0.602,0.821,0.868,0,72,15,48,5261.94,0.4648,1,18.8
V0845,Port Klang,Felixstowe,Evergreen,Container,14,18000,8100,4,0,23.87,23.51,0.35,0.463,0.423,0.936,0.728,0,48,9,72,4369.37,0.2933,0,0.0
V0846,Singapore,Rotterdam,Maersk,Bulk Carrier,12,2000,8400,2,1,21.55,20.53,1.02,0.705,0.284,0.806,0.568,0,24,5,24,4296.62,0.6852,1,19.3
V0847,Singapore,Rotterdam,Maersk,Tanker,21,10000,8400,6,0,16.49,13.91,2.57,0.471,0.402,0.765,0.959,1,48,13,48,6047.71,0.7331,1,13.6
V0848,Busan,Long Beach,HMM,Ro-Ro,12,10000,5500,9,0,19.38,17.19,2.19,0.104,0.58,1.042,0.879,0,48,7,24,5155.45,0.4279,1,20.7
V0849,Hong Kong,Los Angeles,ONE,Bulk Carrier,11,18000,7250,10,0,23.92,23.43,0.5,0.653,0.598,0.908,0.672,0,24,17,48,4641.21,0.4748,1,86.7
V0850,Busan,Long Beach,HMM,Container,7,10000,5500,10,0,22.58,21.84,0.73,0.085,0.341,0.916,0.774,0,48,8,72,4747.41,0.1003,0,0.0
V0851,Singapore,Rotterdam,Maersk,Bulk Carrier,4,18000,8400,2,1,14.97,14.42,0.56,0.385,0.43,0.885,0.563,0,48,5,72,4156.98,0.2969,1,11.9
V0852,Port Klang,Felixstowe,Evergreen,Tanker,19,18000,8100,4,0,21.06,16.11,4.95,0.516,0.278,0.85,0.703,0,48,7,72,4571.96,0.7831,0,0.0
V0853,Mumbai,Jebel Ali,MSC,Bulk Carrier,1,24000,1100,5,0,17.46,19.07,-1.61,0.112,0.164,1.072,0.785,0,24,8,24,4918.59,0.0409,0,0.0
V0854,Busan,Long Beach,HMM,Container,3,10000,5500,9,0,14.07,12.24,1.83,0.291,0.657,1.04,0.783,0,24,7,72,4639.57,0.2765,0,0.0
V0855,Port Klang,Felixstowe,Evergreen,Ro-Ro,13,10000,8100,7,0,18.03,16.93,1.1,0.304,0.734,0.849,0.644,0,48,12,48,4116.18,0.3335,1,17.4
V0856,Mumbai,Jebel Ali,MSC,Bulk Carrier,15,18000,1100,5,0,16.35,14.97,1.38,0.667,0.022,0.879,0.9,0,48,6,48,5028.53,0.3422,0,0.0
V0857,Mumbai,Jebel Ali,MSC,Bulk Carrier,2,24000,1100,6,0,22.19,20.5,1.69,0.208,0.005,1.1,0.684,0,24,4,48,3838.48,0.1081,0,0.0
V0858,Singapore,Rotterdam,Maersk,Container,11,24000,8400,9,0,17.37,15.1,2.27,0.406,0.662,0.976,0.811,0,24,3,96,5053.7,0.4587,0,0.0
V0859,Busan,Long Beach,HMM,Bulk Carrier,4,10000,5500,4,0,22.28,19.16,3.12,0.578,0.148,0.897,0.672,0,24,5,72,3201.79,0.4189,1,29.5
V0860,Colombo,Hamburg,Hapag-Lloyd,Container,19,5000,7800,2,1,14.01,14.73,-0.72,0.38,0.688,0.7,0.741,0,48,19,48,5347.52,0.2896,0,0.0
V0861,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,17,10000,6200,5,0,17.08,16.04,1.04,0.659,0.521,0.854,0.643,0,72,8,72,4582.11,0.4156,0,0.0
V0862,Singapore,Rotterdam,Maersk,Container,3,18000,8400,7,0,16.41,19.68,-3.27,0.649,0.614,1.034,0.835,0,48,5,72,4757.18,0.2499,0,0.0
V0863,Singapore,Rotterdam,Maersk,Bulk Carrier,18,10000,8400,12,1,16.34,13.59,2.75,0.381,0.436,0.733,0.742,0,72,13,24,4923.47,0.7985,1,21.9
V0864,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,8,10000,7800,4,0,14.68,12.8,1.88,0.499,0.748,0.919,0.557,0,48,10,48,3460.95,0.5895,0,0.0
V0865,Shanghai,Dubai,COSCO Shipping,Container,19,18000,6200,12,1,15.87,15.14,0.73,0.07,0.235,0.789,0.563,0,48,6,24,3821.54,0.1691,0,0.0
V0866,Port Klang,Felixstowe,Evergreen,Ro-Ro,5,10000,8100,1,1,19.56,19.13,0.43,0.537,0.6,0.958,0.762,0,24,1,48,5339.83,0.5382,0,0.0
V0867,Hong Kong,Los Angeles,ONE,Container,7,24000,7250,8,0,16.91,16.3,0.61,0.413,0.764,0.886,0.632,0,48,11,72,3967.08,0.3395,0,0.0
V0868,Busan,Long Beach,HMM,Tanker,21,10000,5500,5,0,18.17,18.46,-0.28,0.498,0.287,0.893,0.813,0,48,9,96,5082.13,0.19,0,0.0
V0869,Hong Kong,Los Angeles,ONE,Tanker,8,10000,7250,10,0,17.77,16.58,1.19,0.284,0.138,0.932,0.734,0,48,16,48,3833.83,0.1588,1,38.5
V0870,Port Klang,Felixstowe,Evergreen,Bulk Carrier,5,10000,8100,2,1,22.76,20.68,2.08,0.336,0.731,0.88,0.844,0,48,15,24,4764.25,0.6344,0,0.0
V0871,Chennai,Nhava Sheva,PIL,Bulk Carrier,17,18000,800,3,0,23.05,18.52,4.54,0.393,0.032,0.903,0.979,0,24,5,48,5439.39,0.4856,1,3.7
V0872,Singapore,Rotterdam,Maersk,Tanker,5,5000,8400,12,1,18.93,15.76,3.17,0.385,0.272,0.849,0.788,0,24,15,48,4628.17,0.4127,0,0.0
V0873,Shanghai,Dubai,COSCO Shipping,Container,4,5000,6200,10,0,17.3,16.19,1.12,0.292,0.548,1.063,0.904,0,72,1,72,4852.13,0.3727,1,28.9
V0874,Singapore,Rotterdam,Maersk,Container,19,24000,8400,12,1,15.07,14.67,0.4,0.314,0.676,0.889,0.889,0,24,15,48,5089.79,0.4725,1,9.1
V0875,Mumbai,Jebel Ali,MSC,Bulk Carrier,21,5000,1100,10,0,23.53,21.07,2.47,0.361,0.519,0.901,0.965,0,24,4,48,4416.86,0.5224,0,0.0
V0876,Singapore,Rotterdam,Maersk,Tanker,2,10000,8400,5,0,14.6,15.96,-1.35,0.117,0.426,0.967,0.646,0,72,16,48,4741.88,0.0841,0,0.0
V0877,Singapore,Rotterdam,Maersk,Tanker,11,10000,8400,11,0,16.98,17.63,-0.65,0.67,0.481,0.85,0.922,0,48,7,72,6158.74,0.354,0,0.0
V0878,Port Klang,Felixstowe,Evergreen,Tanker,13,10000,8100,4,0,16.98,16.44,0.54,0.54,0.696,0.877,0.957,0,24,8,48,5379.15,0.4051,1,16.5
V0879,Port Klang,Felixstowe,Evergreen,Container,15,18000,8100,9,0,17.2,13.51,3.69,0.718,0.422,0.843,0.727,0,24,2,24,4052.17,0.8538,1,11.5
V0880,Port Klang,Felixstowe,Evergreen,Tanker,12,5000,8100,9,0,15.64,14.06,1.59,0.747,0.595,0.828,0.691,0,24,12,72,4381.17,0.617,0,0.0
V0881,Hong Kong,Los Angeles,ONE,Container,21,10000,7250,8,0,21.83,18.7,3.13,0.191,0.593,0.746,0.978,0,48,2,48,5177.04,0.6773,1,88.0
V0882,Mumbai,Jebel Ali,MSC,Container,11,10000,1100,2,1,15.22,13.64,1.59,0.41,0.098,0.861,0.832,0,48,14,72,4647.08,0.2576,0,0.0
V0883,Chennai,Nhava Sheva,PIL,Container,7,18000,800,5,0,20.35,19.35,0.99,0.536,0.607,0.836,0.721,0,24,19,24,3707.63,0.3846,1,1.4
V0884,Chennai,Nhava Sheva,PIL,Container,5,5000,800,8,0,15.24,13.97,1.27,0.471,0.298,1.004,0.906,0,72,6,96,4446.13,0.3148,1,5.8
V0885,Port Klang,Felixstowe,Evergreen,Container,17,10000,8100,8,0,14.71,13.8,0.9,0.553,0.299,0.826,0.687,0,24,19,24,4917.81,0.4539,1,27.2
V0886,Shanghai,Dubai,COSCO Shipping,Container,20,5000,6200,7,0,23.09,19.71,3.38,0.15,0.707,0.775,0.629,0,24,17,48,3419.22,0.4958,1,11.2
V0887,Hong Kong,Los Angeles,ONE,Bulk Carrier,9,5000,7250,4,0,15.9,15.32,0.58,0.465,0.494,0.821,0.795,0,72,3,48,4630.63,0.2899,0,0.0
V0888,Colombo,Hamburg,Hapag-Lloyd,Container,14,5000,7800,3,0,22.21,22.31,-0.1,0.644,0.512,0.767,0.805,0,24,10,96,4361.53,0.5682,0,0.0
V0889,Shanghai,Dubai,COSCO Shipping,Container,12,5000,6200,8,0,19.45,16.62,2.82,0.204,0.169,1.035,0.922,0,72,13,72,4662.37,0.2597,0,0.0
V0890,Busan,Long Beach,HMM,Container,6,18000,5500,8,0,14.78,15.84,-1.06,0.111,0.591,0.89,0.756,0,48,18,24,3985.05,0.1545,1,9.3
V0891,Busan,Long Beach,HMM,Container,17,5000,5500,10,0,23.55,22.19,1.36,0.325,0.779,0.879,0.917,0,12,19,48,4837.95,0.6095,0,0.0
V0892,Shanghai,Dubai,COSCO Shipping,Container,19,24000,6200,5,0,16.47,12.74,3.73,0.134,0.426,0.823,0.69,0,48,17,48,3743.49,0.4526,1,8.8
V0893,Port Klang,Felixstowe,Evergreen,Container,19,24000,8100,3,0,22.6,22.33,0.26,0.346,0.408,0.7,0.809,0,48,8,72,4970.85,0.2525,1,4.2
V0894,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,16,10000,7800,5,0,15.69,12.78,2.91,0.638,0.554,0.983,0.644,0,72,18,72,4105.28,0.5548,1,66.0
V0895,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,12,5000,7800,4,0,22.54,21.45,1.09,0.347,0.92,0.935,0.723,0,48,7,48,3777.39,0.4726,0,0.0
V0896,Hong Kong,Los Angeles,ONE,Bulk Carrier,12,10000,7250,8,0,14.13,9.49,4.65,0.146,0.675,0.819,0.936,0,48,11,72,5948.08,0.7297,0,0.0
V0897,Colombo,Hamburg,Hapag-Lloyd,Container,20,18000,7800,2,1,19.12,19.28,-0.17,0.344,0.551,0.798,0.647,0,24,3,48,3413.93,0.4493,0,0.0
V0898,Busan,Long Beach,HMM,Container,6,10000,5500,11,0,21.69,22.09,-0.4,0.349,0.343,0.848,0.915,0,48,2,96,4369.25,0.2411,0,0.0
V0899,Mumbai,Jebel Ali,MSC,Tanker,4,2000,1100,8,0,23.35,21.1,2.25,0.36,0.054,1.1,0.677,0,24,19,96,4036.49,0.2059,0,0.0
V0900,Port Klang,Felixstowe,Evergreen,Container,6,10000,8100,10,0,23.09,21.2,1.89,0.304,0.664,0.867,0.566,0,12,11,72,3248.22,0.2855,0,0.0
